valid_date,latitude,longitude,region_id,rain_observed,temp_observed,mslp_observed,rh_observed,wind_observed,cape_observed
2022-05-31,33.66,73.01,NW,0.04,48.43,1001.79,24.37,7.24,701.7
2024-10-05,27.92,93.94,NE,2.03,31.84,1007.25,64.81,7.9,516.3
2023-04-23,8.16,78.47,SP,0.4,27.16,1009.0,68.2,7.41,510.9
2021-12-16,24.71,90.48,NE,9.22,28.02,1006.17,47.43,3.19,414.1
2023-04-03,20.0,84.93,EC,0.18,23.95,1009.94,54.44,4.46,586.4
2024-03-06,18.63,75.71,WG,9.8,27.91,1014.78,68.59,4.95,1088.0
2023-01-29,17.08,86.79,EC,14.6,31.07,1006.59,52.37,3.23,589.3
2023-06-18,18.31,74.27,CI,14.48,25.09,1014.5,64.33,4.41,306.2
2021-08-31,18.67,78.38,CI,4.15,29.38,1007.87,46.15,5.8,417.2
2022-06-27,23.0,96.81,NE,29.73,31.29,1007.54,83.54,7.99,2532.9
2023-11-30,25.61,92.95,NE,5.98,27.23,1008.65,74.8,5.19,468.8
2021-08-17,14.07,82.9,EC,1.77,28.31,1009.92,47.28,4.93,383.3
2022-07-02,14.69,86.29,EC,58.95,27.42,997.48,92.7,12.32,3627.4
2023-07-09,11.79,77.85,SP,2.47,29.09,1009.3,41.1,7.87,1074.4
2024-05-31,31.7,75.69,NW,6.87,22.72,1010.04,68.29,6.12,671.5
2021-01-06,8.72,79.27,SP,6.33,26.8,1011.89,59.52,7.42,1001.4
2024-09-07,22.51,80.69,CI,12.33,23.31,1007.82,73.26,7.04,1118.2
2022-04-13,10.62,77.25,SP,6.33,29.44,1008.24,61.91,5.1,438.1
2021-03-16,13.54,88.81,EC,6.51,25.96,1013.88,55.33,4.45,444.9
2021-01-04,11.98,80.48,SP,2.01,26.43,1010.02,43.53,6.68,304.0
2022-10-08,13.88,73.49,WG,2.2,29.7,1009.23,45.99,7.84,347.7
2021-04-28,30.6,68.4,NW,0.95,25.11,1010.34,59.6,3.98,889.8
2023-05-31,20.95,87.37,EC,11.08,28.08,1014.16,64.31,6.15,844.9
2022-05-19,27.17,92.32,NE,12.89,23.84,1009.24,64.2,5.2,1112.6
2023-08-05,12.64,80.48,SP,4.93,26.48,1007.69,59.39,4.01,1015.1
2022-07-28,14.06,87.02,EC,3.31,26.04,1011.76,43.01,4.57,1140.0
2021-07-13,25.94,96.71,NE,1.58,31.48,1010.62,60.42,4.51,612.9
2023-04-27,28.04,96.98,NE,0.89,32.76,1014.2,52.4,4.2,534.5
2022-12-16,22.71,76.05,CI,2.03,25.12,1008.29,69.49,4.34,1075.7
2024-11-16,22.03,81.11,CI,1.96,32.66,1011.09,55.97,7.23,577.5
2023-11-16,19.52,80.0,EC,400.96,29.06,966.44,95.89,45.69,3076.9
2024-12-29,16.56,82.12,EC,1.38,26.43,1007.89,50.75,6.77,733.2
2021-06-22,18.5,73.19,WG,16.46,29.6,1012.57,53.06,5.55,550.7
2024-08-16,32.66,70.66,NW,6.58,22.72,1011.96,69.97,3.8,1095.8
2021-11-22,28.64,77.41,NW,0.68,30.74,1014.84,41.37,6.97,685.7
